,title,category
0,엔씨소프트   리니지 클래식  사전예약 시작,IT
1,엔씨소프트   리니지 클래식  사전예약 2000년대 초반 재현,IT
2,리니지 썬 디아블로2   클래식에 리부트로 옛 향수 자극,IT
3,엔씨소프트   리니지 클래식  사전 예약,IT
4,우리나라 소셜미디어 이용률 89  대만 제치고 세계 2위,IT
5,우리나라 소셜미디어 이용률 89  대만 제치고 세계 2위,IT
6,  소셜미디어 이용률 89  세계 평균의 2배 육박,IT
7,한국인이 세계에서 두 번째로 SNS 많이 이용한다,IT
8,화웨이  앱스 업 행사 개최  HMS 생태계 조성 강화한다 ,IT
9,화웨이  앱 혁신 콘테스트 개최  자체 모바일 생태계 강화 ,IT
10,SK세븐모바일  플로 결합 유심 요금제 출시,IT
11,SK세븐모바일  FLO결합 유심요금제 출시  24개월 무제한 듣기 이용권 ,IT
12,애플 팟캐스트 구독서비스 시작 한국선  신사임당  뜬다,IT
13,애플  팟캐스트  유료  구독 서비스 출시  은  뇌부자들 신사임당  떴다,IT
14,상명대  정보보호 인력양성 나서,IT
15,상명대  정보보호 전문인력 양성    윈스  시스메이트와 협약,IT
16,한결원  쇼핑몰 등에서  온라인 제로페이  서비스,IT
17, 온라인 제로페이  서비스 오픈   공영쇼핑에 적용,IT
18,취준생 59 8  취업 준비하는 척  나는 쇼윈도 취준생 ,IT
19,공개 앞둔  윈도11  통째 등장  세련된 윈도10 같아 ,IT
20, 이기자의 게임픽  플랫폼에 힘주는 게임사   하이브 게임베이스 유니버스,IT
21, 이기자의 게임픽  넥슨 NDC D 1  게임 기술 공유 토대 마련,IT
22, 이기자의 게임픽  신작 제2의나라 오딘  6월 게임판 바꿀지  주목 ,IT
23, 이기자의 게임픽 실종아동찾기에 환경보호   게임사 사회공헌  훈훈 ,IT
24, IT돋보기     구글 갑질 막자  국회 보여주기  외침만 허공  가득 ,IT
25, IT돋보기  공교육 겨냥 AI튜터 뜬다 학습 도우미 역할  톡톡 ,IT
26, IT돋보기   구글 인앱결제  창작자 생태계 파괴 지금이 마지노선 ,IT
27, IT돋보기  SKT신설투자  순자산가치   30   2025년 75조 목표 ,IT
28, 증시이슈   차전지  후진하는데  홀로 뛰는 이 업체,IT
29,식약처  모더나 백신 국가출하승인 국내 공급 본격화,IT
30,   화평정영 과 관계없다던 크래프톤  수수료 받고 있다  인정,IT
31, 유동현의 현장에서  이루다에게 온 편지,IT
32, 단독  코인빗이 상장 폐지한  개 코인은 모두  거래소 토큰  발행에 관여한 코인 정리,IT
33, 모두의 삶을 이롭게 하라  간절함이 빚어낸  불굴의 끈기 ,IT
34,우본  우체국 배달원이 민간 택배기사보다 월   만원 더 번다 ,IT
35,삼성도  LG도 모두   간다 CES       코로나 딛고 오프라인 전시 참가  후끈 ,IT
36,SK바이오팜 뇌전증 신약  미국 이어 유럽서도 판매,IT
37,티빙  연이은 오리지널 공세에 월 이용자    만  역대 최고 ,IT
38, E      MS 닌텐도가 다 했다   소문난 잔치 먹을 것 없었던 E  게임쇼,IT
39,원자력연     오염수 해양방출 영향 미미  보고서 작성자 징계,IT
40,드론이 밝혀준 범고래 사회 생활  더 친한  개체 존재,IT
41,G  효과로 큐어백 생산     mRNA 백신 허브 도약하나,IT
42,크래프톤 상장으로 장병규 김창한 등  조  단위 부자 반열,IT
43, 만년 꼴찌 소위  오명 과방위 여야 갈등 속 길잃은 ICT 현안,IT
44, 미국  년 한국  년  LG OLED TV 패널 보증 기간 다른 이유는,IT
45,현대차  아이오닉에 차세대 자율주행 적용 로보택시 사업 투입,IT
46,홍보대행사 직원이 언론사 접속해 기사 전송하는 기막힌 실태,IT
47,롯데정보통신   운전석 없는 자율주행셔틀  국내 첫 임시운행허가 취득,IT
48,차세대 윈도 OS 공개 초읽기  윈도    가능성,IT
49, 황기자의 써보고서   깔끔이도 엄지척    다이슨 레이저 무선청소기,IT
50, IT돋보기     구글 갑질 막자  국회 보여주기  외침만 허공  가득 ,IT
51,ETRI  차세대 동형암호기술  개발 착수 데이터 처리시간  만배 단축,IT
52,윤곽 드러낸  윈도       개발 취소한 윈도  X의 흔적이 엿보인다,IT
53,롯데정보통신  국내 최초 운전석 없는 자율주행셔틀 임시운행허가 취득,IT
54,윈도  이 마지막 버전이라더니    MS  유지보수 기한 알려줄 수 없다 ,IT
55,ETRI  완전동형암호 HW 가속기 개발한다,IT
56, 윈도    화면 유출 UI 살펴보니,IT
57,우주 여행이 면역력 떨어뜨리는 이유는 ,IT
58, 생일 파티 해도 될까요   퇴출된 이루다에 온 한 통의 편지,IT
59,LG디스플레이  부산국제철도기술산업전서 투명 OLED 전시,IT
60,펀드매니저      암호화폐 시장 거품 꼈다     BoA 서베이  ,IT
61,LG디스플레이  투명 OLED로 모빌리티 시장 공략 속도,IT
62,왓챠  우리가 모르고 있던 브리트니   프레이밍 브리트니  공개,IT
63,롯데정보통신  국내 최초 운전석 없는 자율주행셔틀 임시운행 허가,IT
64, 관계 없다 더니    크래프톤    텐센트  화평정영  로열티 시인,IT
65,삼성   G 테라헤르츠 대역 무선 통신 시연 성공,IT
66,LG에너지솔루션    이어 폴란드 EV 배터리 증설 착수,IT
67,     명 중  명 하반기 스마트폰 교체 의사 삼성전자  반등 기회  IT클로즈업 ,IT
68,  압박에도   중국인들은  또 아이폰  원한다,IT
69, 수소  위  한국  이산화탄소 기술도 치고 나간다,IT
70, 도미노 상폐  현실화되나 코인빗   종 거래지원 종료 ,IT
71,  월 상장  크래프톤  증권신고서 제출  중복청약  막차 탔다,IT
72, 법인세   억  넷플릭스에    억 세금추징  불복절차 밟겠다 ,IT
73,   대 초중고 교사 내달 백신접종 시작    내일  분기 접종계획 발표,IT
74, 엘앤씨바이오   진출 가속화 전망 실적 반영될 것 ,IT
75,삼성전자   G보다   배 빠른  G THz 무선통신 시연 성공,IT
76,삼성전자  테라헤르츠 대역서  G 통신 시연 성공,IT
77,삼성전자   G 테라헤르츠 대역 무선 통신 시연 성공,IT
78,  지구 최강의 자석  인공 태양의 심장 되려 프랑스 간다,IT
79,비트코인      만원대 횡보 커지는 상폐 우려에 투심 위축,IT
80,  일IT템  이통 사 담합 중단 요구하는 유통망,IT
81,공개 앞둔  윈도    통째 등장  세련된 윈도   같아 ,IT
82, EV 수소 밸류체인 폭스바겐  배터리  자원 전쟁 에 참전   기술 임원  업체 접촉 중 ,IT
83,유출된 윈도우     개발 취소된   x와 닮았다,IT
84, 글로벌포스트  인터넷 시초  www  소스코드  NFT로 경매된다,IT
85,양정숙 의원  이통  사 알뜰폰 계열사 시장점유율 산정방식 변경해야 ,IT
86,KT 이어 LGU 도  Z플립  G  공시지원금 상향   최대   만원,IT
87,내년 출시 갤럭시S    형제간  급 나누기  강화한다,IT
88, 넘버스 노키아가 화웨이보다 오픈랜에 적극적인 이유,IT
89, 메타버스에선 누구나 창작자 문제 해결해 미래 바꿔 놓을 것 ,IT
